gene_id,replicate1 24h,replicate2 24h,replicate1 48h,replicate2 48h,mock,24h mean,48h mean,mock mean,24h norm,48h norm,mock norm,fold-change 24h,fold-change 48h
MATR3,10429,15243,7175,8091,17823,12836.0,7633.0,17823.0,0.364100527599705,0.20472039694247016,1.0055856465809072,-15.579043837487141,-16.409725819002436
MAU2,2563,2079,1451,1636,941,2321.0,1543.5,941.0,0.06583650082260169,0.04139734477671986,0.05309185285488603,-13.803019443232683,-14.472368866187013
MAVS,3678,3296,2685,2535,2676,3487.0,2610.0,2676.0,0.09891076189935893,0.07000134102185866,0.15098171970209884,-14.723591089713388,-15.222336030257816
MAX,2265,1686,2029,1909,2144,1975.5,1969.0,2144.0,0.05603619447438588,0.05280944079388494,0.12096592191378921,-15.223586397328733,-15.309149515629821
MAZ,5352,2699,4616,3785,1558,4025.5,4200.5,1558.0,0.11418562432631758,0.11265924634571543,0.08790340780862108,-13.736026582376248,-13.755441887394523
MB,1773,845,1631,1262,1917,1309.0,1446.5,1917.0,0.0371305383786237,0.03879576237092665,0.10815842924847664,-15.655884577571541,-15.592591734812151
MB21D2,149,141,153,182,104,145.0,167.5,104.0,0.00411300845294151,0.004492423226498592,0.005867749943579328,-14.626029965974787,-14.498730153869559
MBD1,2835,2789,2059,2135,3318,2812.0,2097.0,3318.0,0.07976399841152777,0.05624245675204506,0.1872037914691943,-15.344216629731958,-15.848294745932874
MBD2,2756,3596,2463,2238,8284,3176.0,2350.5,8284.0,0.09008906790718783,0.06304143757543249,0.4673888512751072,-16.488615978926184,-17.003667594100378
MBD3,2797,1341,2694,2358,345,2069.0,2526.0,345.0,0.05868837578714472,0.06774842429931607,0.019465132024373732,-12.521233959654152,-12.314121348951582
MBD3L1,0,3,0,2,1,1.5,1.0,1.0,4.2548363306291484e-05,2.682043717312592e-05,5.642067253441661e-05,-14.520536837127475,-15.186307721073602
MBD3L2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
MBD3L2B,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
MBD3L3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
MBD3L4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
MBD3L5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
MBD4,1687,2346,1243,1205,3070,2016.5,1224.0,3070.0,0.05719918307142452,0.032828215099906126,0.17321146468065898,-15.711884587700297,-16.512942818638493
MBD5,397,621,217,250,295,509.0,233.5,295.0,0.014438077948601576,0.006262572079924903,0.0166440983976529,-14.318548636022138,-15.523600125613143
MBD6,2729,1205,2172,2009,141,1967.0,2090.5,141.0,0.0557950870823169,0.05606812391041974,0.007955314827352742,-11.303269447968892,-11.296226745428259
MBIP,542,699,438,495,796,620.5,466.5,796.0,0.01760083962103591,0.012511733941263243,0.044910855337395625,-15.464836558261924,-15.957199070765492
MBL2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
MBLAC1,48,19,57,35,17,33.5,46.0,17.0,0.0009502467805071765,0.0012337401099637925,0.0009591514330850823,-14.126872988641198,-13.750208606266929
MBLAC2,334,434,234,253,314,384.0,243.5,314.0,0.01089238100641062,0.006530776451656162,0.017716091175806817,-14.815157586019103,-15.553150507882886
MBNL1,2581,4014,1718,1934,2968,3297.5,1826.0,2968.0,0.09353548533499745,0.048974118278127934,0.1674565560821485,-14.953617770330528,-15.887112047710183
MBNL2,1311,2178,1021,1136,2410,1744.5,1078.5,2410.0,0.049483746525217,0.028925841491216308,0.13597382080794404,-15.57171888677158,-16.34631469103047
MBNL3,784,1303,403,518,730,1043.5,460.5,730.0,0.02959947807341011,0.012350811318224486,0.04118709095012413,-14.590037106456174,-15.851003028749645
MBOAT1,2387,2325,1646,1598,2335,2356.0,1622.0,2335.0,0.06682929596641515,0.04350274909481024,0.1317422703678628,-15.092582348615194,-15.711956451453354
MBOAT2,1209,1756,792,1138,1444,1482.5,965.0,1444.0,0.04205196573438475,0.025881721872066516,0.08147145113969759,-15.067537975302434,-15.76777761580533
MBOAT4,5,3,2,1,3,4.0,1.5,3.0,0.00011346230215011063,4.0230655759688886e-05,0.00016926201760324982,-14.690461838569787,-16.1863077210736
MBOAT7,2575,1644,1920,1624,584,2109.5,1772.0,584.0,0.059837181596414594,0.04752581467077913,0.0329496727600993,-13.252638524509296,-13.5849693913986
MBP,2286,2937,1405,1756,1719,2611.5,1580.5,1719.0,0.07407670051625348,0.04238970095212552,0.09698713608666215,-14.502190178954434,-15.307496230647164
MBTD1,930,1271,652,815,1096,1100.5,733.5,1096.0,0.031216315879049186,0.019672790666487864,0.0618370570977206,-15.0995879909176,-15.765686648360738
MBTPS1,6094,7310,3714,3823,7488,6702.0,3768.5,7488.0,0.19010608725251035,0.10107281748692504,0.42247799593771157,-15.265488086227565,-16.17689776332008
MBTPS2,505,702,263,365,416,603.5,314.0,416.0,0.017118624836897942,0.008421617272361539,0.02347099977431731,-14.5687290952347,-15.592126690323067
MC1R,243,81,262,214,15,162.0,238.0,15.0,0.00459522323707948,0.0063832640472039695,0.0008463100880162492,-11.672539930572524,-11.198380553374177
MC2R,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
MC3R,0,0,1,0,0,0.0,0.5,0.0,0.0,1.341021858656296e-05,0.0,0,inf
MC4R,1,0,3,0,3,0.5,1.5,3.0,1.4182787768763829e-05,4.0230655759688886e-05,0.00016926201760324982,-17.69046183856979,-16.1863077210736
MC5R,1,0,0,0,0,0.5,0.0,0.0,1.4182787768763829e-05,0.0,0.0,inf,0
MCAM,329,260,156,163,88,294.5,159.5,88.0,0.008353661995801894,0.004277859729113585,0.004965019183028662,-13.362807132655469,-14.32832672594603
MCAT,1120,938,1264,818,915,1029.0,1041.0,915.0,0.02918817722811596,0.027920075097224085,0.0516249153689912,-14.936100004126068,-15.00018130094559
MCC,1723,2769,873,1080,1795,2246.0,976.5,1795.0,0.06370908265728711,0.026190156899557462,0.10127510719927782,-14.782125254158442,-16.064599615897222
MCCC1,1365,1458,1047,999,2326,1411.5,1023.0,2326.0,0.04003800987122029,0.02743730722810782,0.13123448431505302,-15.826121305872155,-16.371352672801493
MCCC2,2740,3373,1706,1840,3335,3056.5,1773.0,3335.0,0.08669938163045328,0.04755263510795226,0.1881629429022794,-15.231305532155732,-16.09780194624686
MCCD1,1,1,2,2,3,1.0,2.0,3.0,2.8365575537527657e-05,5.364087434625184e-05,0.00016926201760324982,-16.69046183856979,-15.77127022179476
MCEE,371,272,345,266,755,321.5,305.5,755.0,0.00911953253531514,0.00819364355638997,0.04259760776348454,-16.337157244733124,-16.491611985467312
MCEMP1,0,0,0,0,2,0.0,0.0,2.0,0.0,0.0,0.00011284134506883322,inf,inf
MCF2,1,3,2,2,5,2.0,2.0,5.0,5.6731151075055314e-05,5.364087434625184e-05,0.00028210336267208303,-16.427427432735993,-16.508235815960965
MCF2L,1719,1652,1096,1117,1217,1685.5,1106.5,1217.0,0.047810177568502865,0.029676813732063833,0.06866395847438501,-14.635651878578148,-15.323633437986318
MCF2L2,397,491,171,253,211,444.0,212.0,211.0,0.01259431553866228,0.005685932680702695,0.011904761904761904,-14.03218266020571,-15.179486455217587
MCFD2,1454,1535,943,1040,1832,1494.5,991.5,1832.0,0.04239235264083508,0.026592463457154353,0.10336267208305124,-15.399255944267479,-16.0720425469417
MCHR1,48,16,17,15,28,32.0,16.0,28.0,0.000907698417200885,0.00042912699477001473,0.001579778830963665,-14.912854259906236,-15.993662643131206
MCHR2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
MCIDAS,1406,1754,676,654,727,1580.0,665.0,727.0,0.0448176093492937,0.01783559072012874,0.04101782893252087,-13.985602048703761,-15.314908744604645
MCL1,10436,12292,6532,7585,6801,11364.0,7058.5,6801.0,0.3223464004084643,0.1893120557865093,0.3837169939065674,-14.364847398121032,-15.132692983553362
MCM10,121,143,42,58,55,132.0,50.0,55.0,0.0037442559709536505,0.0013410218586562962,0.0031031369893929138,-13.842464932014838,-15.323811244823537
MCM2,1606,1367,775,815,575,1486.5,795.0,575.0,0.04216542803653486,0.021322247552635107,0.03244188670728955,-13.735213735772724,-14.718914816733623
MCM3,2260,2294,1099,1150,2124,2277.0,1124.5,2124.0,0.06458841549895047,0.0301595816011801,0.11983750846310089,-15.005148812516163,-16.10380782609994
MCM3AP,3296,3403,2459,2780,2029,3349.5,2619.5,2029.0,0.09501049526294889,0.07025613517500336,0.11447754457233131,-14.382322451061661,-14.817785124161201
MCM4,2806,3134,1079,1257,1437,2970.0,1168.0,1437.0,0.08424575934645714,0.031326270618211076,0.08107650643195667,-14.05809646861784,-15.485327508650922
MCM5,1697,1225,753,716,646,1461.0,734.5,646.0,0.041442105860327906,0.01969961110366099,0.03644775445723313,-13.928149229739057,-15.001079395211248
MCM6,949,1042,314,359,527,995.5,336.5,527.0,0.02823793044760878,0.009025077108756873,0.029733694425637554,-14.187880983765343,-15.833504178100501
MCM7,3947,3350,2658,2299,1597,3648.5,2478.5,1597.0,0.10349180234866966,0.0664744535335926,0.09010381403746333,-13.913560196837857,-14.552204775014507
MCM8,593,826,386,443,757,709.5,414.5,757.0,0.020125375843875873,0.011117071208260694,0.04271044910855337,-15.198989953773811,-16.055228919563582
MCM9,726,942,465,542,601,834.0,503.5,601.0,0.023656889998298066,0.013504090116668902,0.03390882419318438,-14.632816945115152,-15.441680933778002
MCMBP,1467,1922,946,1119,1290,1694.5,1032.5,1290.0,0.04806546774834061,0.027692101381252516,0.07278266756939743,-14.712010766675254,-15.50753700507741
MCMDC2,693,818,739,608,3188,755.5,673.5,3188.0,0.021430192318602145,0.01806356443610031,0.17986910403972015,-17.182647306674273,-17.429209499601768
MCOLN1,592,437,544,440,262,514.5,492.0,262.0,0.01459408861405798,0.013195655089177954,0.014782216204017151,-14.131895072492112,-14.277216217271812
MCOLN2,0,4,2,0,0,2.0,1.0,0.0,5.6731151075055314e-05,2.682043717312592e-05,0.0,inf,inf
MCOLN3,99,112,63,75,156,105.5,69.0,156.0,0.002992568219209168,0.0018506101649456885,0.008801624915368992,-15.669802368003692,-16.36318548315768
MCPH1,1063,1461,745,836,1304,1262.0,790.5,1304.0,0.035797356328359904,0.021201555585356042,0.07357255698487926,-15.152731297097159,-15.908414222946307
MCRIP1,954,219,943,703,50,586.5,823.0,50.0,0.01663641005275997,0.022073219793482635,0.0028210336267208303,-11.553368229594845,-11.145415290426701
MCRIP2,280,156,394,271,81,218.0,332.5,81.0,0.0061836954671810294,0.00891779536006437,0.004570074475287745,-13.67716501595633,-13.148947193569674
MCRS1,2747,1813,2303,1858,1704,2280.0,2080.5,1704.0,0.06467351222556306,0.05579991953868848,0.0961408259986459,-14.685390849022363,-14.89830276825468
MCTP1,89,149,37,75,51,119.0,56.0,51.0,0.0033755034889657912,0.0015019444816950515,0.002877454299255247,-13.883106916512183,-15.051378140987493
MCTP2,848,1191,962,1602,941,1019.5,1282.0,941.0,0.028918704260509447,0.03438380045594743,0.05309185285488603,-14.98990419056057,-14.740178087183399
MCTS1,1412,1428,1232,1042,2439,1420.0,1137.0,2439.0,0.040279117263289275,0.030494837065844174,0.13761002031144212,-15.885898166252769,-16.28736522497754
MCU,1583,1845,1315,1524,1570,1714.0,1419.5,1570.0,0.048618596471322405,0.038071610567252244,0.08858045587903408,-14.97889678751512,-15.331689431128199
MCUB,478,558,514,333,890,518.0,423.5,890.0,0.014693368128439325,0.011358455142818828,0.050214398555630785,-15.886352576015838,-16.257751087595164
MCUR1,739,1052,535,538,1857,895.5,536.5,1857.0,0.025401372893856015,0.014389164543382058,0.10477318889641164,-16.15770781579809,-16.9776314602525
MDC1,1160,1007,600,612,500,1083.5,606.0,500.0,0.030734101094911214,0.01625318492691431,0.028210336267208307,-13.989800184417044,-14.908918022262739
MDFI,737,359,571,507,160,548.0,539.0,160.0,0.015544335394565156,0.014456215636314872,0.009027307605506657,-13.329395349775465,-13.43409435320846
MDFIC,1105,1484,677,733,1689,1294.5,705.0,1689.0,0.03671923753332955,0.018908408207053775,0.09529451591062965,-15.489273700749905,-16.44678188658883
MDFIC2,1,0,0,0,0,0.5,0.0,0.0,1.4182787768763829e-05,0.0,0.0,inf,0
MDGA1,115,84,55,68,28,99.5,61.5,28.0,0.002822374765984002,0.0016494568861472442,0.001579778830963665,-13.276229639362585,-14.051148137791966
MDGA2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
MDH1,6106,5353,5178,4329,6625,5729.5,4753.5,6625.0,0.1625205650422647,0.12749094810245407,0.37378695554051006,-15.31501054854216,-15.665238015195499
MDH1B,3474,3794,2456,2101,6259,3634.0,2278.5,6259.0,0.1030805015033755,0.06111036609896741,0.35313698939291355,-15.889873094558393,-16.64415552679424
MDH2,6271,3714,6131,4743,6592,4992.5,5437.0,6592.0,0.14161513587110683,0.14582271691028564,0.3719250733468743,-15.506453152700514,-15.464213135458717
MDK,4236,1555,4380,2597,3163,2895.5,3488.5,3163.0,0.08213252396891133,0.09356309507844977,0.17845858722635974,-15.23298039687627,-15.044994443286749
MDM1,2255,2907,1206,1213,1955,2581.0,1209.5,1955.0,0.07321155046235889,0.0324393187608958,0.11030241480478448,-14.704737803949376,-15.87906555928839
MDM2,5703,7563,4734,4808,6845,6633.0,4771.0,6845.0,0.18814886254042096,0.12796030575298378,0.3861995034980817,-15.15088835345651,-15.70706657623456
MDM4,1037,1130,792,706,1189,1083.5,749.0,1189.0,0.030734101094911214,0.020088507442671315,0.06708417964342135,-15.239548899500612,-15.853018812360508
MDN1,2231,3251,1236,1552,1542,2741.0,1394.0,1542.0,0.0777500425483633,0.03738768941933754,0.08700067704807041,-14.275599774937891,-15.331879925120212
MDP1,21,14,25,17,0,17.5,21.0,0.0,0.000496397571906734,0.0005632291806356444,0.0,inf,inf
MDS2,1,0,1,1,3,0.5,1.0,3.0,1.4182787768763829e-05,2.682043717312592e-05,0.00016926201760324982,-17.69046183856979,-16.771270221794758
ME1,892,1072,794,771,1480,982.0,782.5,1480.0,0.027854995177852157,0.020986992087971033,0.08350259535093658,-15.697301584050248,-16.105742239769935
ME2,1344,1867,982,1048,2254,1605.5,1015.0,2254.0,0.04554093152550065,0.02722274373072281,0.12717219589257503,-15.594964188295084,-16.337315509173283
ME3,1483,1254,1736,1549,2014,1368.5,1642.5,2014.0,0.0388182901231066,0.04405256805685933,0.11363123448431506,-15.66296758649046,-15.480478033870694
MEA1,1471,595,1187,977,563,1033.0,1082.0,563.0,0.029301639530266068,0.02901971302132225,0.03176483863687655,-14.2298659110638,-14.243814049327016
MEAF6,3667,3412,2769,2617,3915,3539.5,2693.0,3915.0,0.10039995461507914,0.07222743730722811,0.22088693297224102,-15.250966069934602,-15.726105798750334
MECOM,3333,5161,1877,2091,3547,4247.0,1984.0,3547.0,0.12046859930787995,0.053211747351481826,0.20012412547957573,-14.845654559436419,-16.024495025621913
MECP2,2343,2176,1430,1626,1752,2259.5,1528.0,1752.0,0.06409201792704373,0.04098162800053641,0.0988490182802979,-14.7384985557788,-15.383665952639028
MECR,751,515,567,517,471,633.0,542.0,471.0,0.017955409315255008,0.01453667694783425,0.026574136763710222,-14.679020898033071,-14.983741929332513
MED1,1932,2621,932,1189,971,2276.5,1060.5,971.0,0.0645742327111817,0.02844307362210004,0.05478447303091853,-13.876225079248623,-15.059106300962238
MED10,1029,830,1020,854,1712,929.5,937.0,1712.0,0.02636580246213196,0.025130749631218988,0.09659219137892124,-15.986655269330294,-16.055869469815562
MED11,860,422,744,570,427,641.0,657.0,427.0,0.01818233391955523,0.01762102722274373,0.024091627172195894,-14.51941105085038,-14.564650420371763
MED12,2009,2378,1270,1650,730,2193.5,1460.0,730.0,0.062219889941566915,0.03915783827276385,0.04118709095012413,-13.51823300059678,-14.186307721073602
MED12L,45,77,31,43,31,61.0,37.0,31.0,0.001730300107789187,0.0009923561754056592,0.001749040848566915,-14.12895831067262,-14.931050665831526
MED13,1839,3470,1518,1911,2813,2654.5,1714.5,2813.0,0.07529642026436717,0.04598363953332439,0.15871135183931392,-15.1891687490396,-15.900629369452668
MED13L,2654,4312,1601,2197,2658,3483.0,1899.0,2658.0,0.09879729959720883,0.050932010191766124,0.14996614759647936,-14.715509969538083,-15.671408920200278
MED14,1220,1958,682,908,1300,1589.0,795.0,1300.0,0.04507289952913145,0.021322247552635107,0.0733468742947416,-14.815891836415927,-15.895792578817701
MED14OS,3,2,7,5,9,2.5,6.0,9.0,7.091393884381914e-05,0.00016092262303875554,0.0005077860528097495,-16.95349624440358,-15.77127022179476
MED15,3394,2627,2695,2598,1086,3010.5,2646.5,1086.0,0.085394565155727,0.07098028697867775,0.06127285037237644,-13.634520323569218,-13.90124617024309
MED16,2369,1579,2113,1599,519,1974.0,1856.0,519.0,0.05599364611107959,0.04977873139332171,0.02928232904536222,-13.178183791750113,-13.347917454303913
MED17,934,1322,747,787,961,1128.0,767.0,961.0,0.0319963692063312,0.020571275311787582,0.05422026630557436,-14.874340606223589,-15.51161757434442
MED18,474,352,435,429,668,413.0,432.0,668.0,0.011714982696998923,0.011586428858790397,0.0376890092529903,-15.799205658903237,-15.815124511384186
MED19,679,310,592,431,865,494.5,511.5,865.0,0.014026777103307426,0.01371865361405391,0.04880388174227037,-15.912228949613608,-15.94427361385236
MED20,669,717,508,517,1356,693.0,512.5,1356.0,0.019657343847506666,0.013745474051227035,0.07650643195666892,-16.073929258847762,-16.590040989817137
MED21,642,904,485,509,774,773.0,497.0,774.0,0.021926589890508878,0.013329757275043583,0.04366960054163846,-15.107364490068193,-15.825395435655727
MED22,964,571,689,651,131,767.5,670.0,131.0,0.021770579225052475,0.01796969290599437,0.007391108102008576,-12.554899399128539,-12.831713437265917
MED23,1619,2896,1123,1306,2362,2257.5,1214.5,2362.0,0.06403528677596869,0.03257342094676143,0.13326562852629203,-15.170782314877567,-16.145954195834893
MED24,3857,3054,2420,2286,1018,3455.5,2353.0,1018.0,0.09801724626992682,0.0631084886683653,0.05743624464003611,-13.342342420101797,-13.977543961925
MED25,6252,4325,5230,4392,5620,5288.5,4811.0,5620.0,0.150011346230215,0.12903312323990881,0.31708417964342134,-15.193210885734487,-15.410541052099667
MED26,474,338,433,426,246,406.0,429.5,246.0,0.011516423668236228,0.011519377765857583,0.013879485443466486,-14.382677926002696,-14.382307905274377
MED27,598,511,570,440,676,554.5,505.0,676.0,0.015728711635559084,0.01354432077242859,0.038140374633265625,-15.391335123969107,-15.60704757971663
MED28,1240,1340,1036,1033,1910,1290.0,1034.5,1910.0,0.036591592443410675,0.027745742255598765,0.10776348454073573,-15.671700910461126,-16.070946714136703
MED29,2551,2253,1593,1542,1880,2402.0,1567.5,1880.0,0.06813411244114143,0.042041035268874885,0.10607086436470323,-14.751995848707997,-15.4485749399492
MED30,571,403,387,292,628,487.0,339.5,628.0,0.013814035286775968,0.009105538420276251,0.035432182351613634,-15.472342124657917,-16.073660705720496
MED31,241,304,225,158,501,272.5,191.5,501.0,0.007729619333976287,0.005136113718653614,0.02826675693974272,-15.984053711379552,-16.57377393234385
MED4,1329,1389,990,974,1815,1359.0,982.0,1815.0,0.038548817155500084,0.026337669304009655,0.10240352064996615,-15.522923429964353,-16.072482339642022
MED6,896,817,843,639,1652,856.5,741.0,1652.0,0.024295115447892437,0.01987394394528631,0.09320695102685624,-16.053187873184076,-16.342975960187214
MED7,437,454,406,324,969,445.5,365.0,969.0,0.012636863901968571,0.009789459568190962,0.054671631685849695,-16.22657057174179,-16.594907922721305
MED8,953,868,828,667,939,910.5,747.5,939.0,0.02582685652691893,0.020048276786911626,0.052979011509817195,-15.149965478525568,-15.51535929964191
MED9,599,369,390,436,354,484.0,413.0,354.0,0.013728938560163386,0.011076840552501006,0.01997291807718348,-14.654241650657033,-14.963915299737154
MEDAG,13,20,13,11,12,16.5,12.0,12.0,0.0004680319963692063,0.0003218452460775111,0.0006770480704129993,-14.646067719211333,-15.186307721073602
MEF2A,1372,2197,580,953,689,1784.5,766.5,689.0,0.050618369546718105,0.020557865093201018,0.038873843376213045,-13.732555324503899,-15.032525912119116
MEF2B,14,6,18,6,0,10.0,12.0,0.0,0.00028365575537527655,0.0003218452460775111,0.0,inf,inf
MEF2C,14,18,9,4,27,16.0,6.5,27.0,0.0004538492086004425,0.00017433284162531848,0.0015233581584292485,-15.8603868400121,-17.24075550509598
MEF2D,1270,911,1004,1250,163,1090.5,1127.0,163.0,0.03093266012367391,0.030226632694112913,0.009196569623109907,-12.36345343743896,-12.396764075132458
MEFV,4,1,1,0,4,2.5,0.5,4.0,7.091393884381914e-05,1.341021858656296e-05,0.00022568269013766644,-15.78357124296127,-18.1863077210736
MEGF10,21,41,14,20,17,31.0,17.0,17.0,0.0008793328416633573,0.00045594743194314066,0.0009591514330850823,-14.238765868712093,-15.186307721073602
MEGF11,29,40,22,26,11,34.5,24.0,11.0,0.0009786123560447042,0.0006436904921550222,0.0006206273978785827,-13.456406499707759,-14.060776838989742
MEGF6,1186,790,790,690,433,988.0,740.0,433.0,0.028025188631077325,0.01984712350811318,0.02443015120740239,-13.915355320990678,-14.413149475284015
MEGF8,2943,2018,1557,1556,503,2480.5,1556.5,503.0,0.07036081012083735,0.0417460104599705,0.028379598284811555,-12.80349868576148,-13.55663244940995
MEGF9,1239,1716,679,935,698,1477.5,807.0,698.0,0.04191013785669711,0.02164409279871262,0.03938162942902279,-14.023640148993387,-14.976966084005472
MEI1,22,15,13,10,9,18.5,11.5,9.0,0.0005247631474442617,0.00030843502749094813,0.0005077860528097495,-14.065970973661994,-14.832670766458902
MEI4,5,8,2,2,1,6.5,2.0,1.0,0.00018437624099392977,5.364087434625184e-05,5.642067253441661e-05,-12.405059619707538,-14.186307721073602
MEIG1,246,142,212,150,530,194.0,181.0,530.0,0.005502921654280365,0.004854499128335792,0.029902956443240803,-16.555435045112066,-16.73631038344096
MEIKIN,0,0,1,0,0,0.0,0.5,0.0,0.0,1.341021858656296e-05,0.0,0,inf
MEIOB,10,16,10,11,20,13.0,10.5,20.0,0.00036875248198785953,0.0002816145903178222,0.0011284134506883321,-15.726987714594902,-16.115918393182202
MEIOC,15,30,24,28,34,22.5,26.0,34.0,0.0006382254495943722,0.0006973313665012739,0.0019183028661701647,-15.701109082769296,-15.57333084418285
MEIS1,1526,1653,1360,1408,3397,1589.5,1384.0,3397.0,0.04508708231690021,0.037119485047606274,0.19166102459941323,-16.201187539589856,-16.48172499631608
MEIS2,2348,2400,1608,1585,2739,2374.0,1596.5,2739.0,0.06733987632609066,0.04281882794689553,0.1545362220717671,-15.311828668912101,-15.965044434208886
MEIS3,12,5,17,15,5,8.5,16.0,5.0,0.0002411073920689851,0.00042912699477001473,0.00028210336267208303,-14.339964591485652,-13.508235815960964
MELK,678,892,329,356,480,785.0,342.5,480.0,0.02226697679695921,0.009185999731795628,0.027081922816519974,-14.395841089678159,-15.673238138834233
MELTF,412,195,389,246,84,303.5,317.5,84.0,0.008608952175639643,0.00851548880246748,0.004739336492890996,-13.25226405437171,-13.268012362192835
MEMO1,736,760,559,610,805,748.0,584.5,805.0,0.021217450502070686,0.015676545527692102,0.04541864139020537,-15.211449850962975,-15.648093479543924
MEN1,1621,1145,1236,1187,698,1383.0,1211.5,698.0,0.03922959096840075,0.032492959635242055,0.03938162942902279,-14.118997122907789,-14.390812257831907
MEOX1,34,30,33,72,26,32.0,52.5,26.0,0.000907698417200885,0.001408072951589111,0.001466937485894832,-14.805939055989723,-14.172501921548571
MEOX2,2,1,0,0,0,1.5,0.0,0.0,4.2548363306291484e-05,0.0,0.0,inf,0
MEP1A,82,67,56,34,15,74.5,45.0,15.0,0.0021132353775458104,0.0012069196727906666,0.0008463100880162492,-12.793221412994988,-13.601345220352446
MEP1B,8,3,5,5,6,5.5,5.0,6.0,0.0001560106654564021,0.00013410218586562962,0.00033852403520649965,-15.23103021993249,-15.449342126907396
MEPCE,2133,1357,1757,1521,936,1745.0,1639.0,936.0,0.04949792931298576,0.04395869652675339,0.052809749492213946,-14.206852736335021,-14.378072301557548
MEPE,11,9,3,2,0,10.0,2.5,0.0,0.00028365575537527655,6.705109293281481e-05,0.0,inf,inf
MERTK,496,559,593,689,452,527.5,641.0,452.0,0.014962841096045839,0.017191900227973716,0.025502143985556308,-14.88265101666927,-14.68230613687005
MESD,1627,1340,1307,1102,2281,1483.5,1204.5,2281.0,0.04208033130992228,0.032305216575030174,0.1286955540510043,-15.726160857680503,-16.10753977414727
MESP1,8,7,27,9,8,7.5,18.0,8.0,0.00021274181653145743,0.0004827678691162666,0.0004513653802753329,-15.198608742240113,-14.016382719631292
MESP2,9,0,4,2,0,4.5,3.0,0.0,0.00012764508991887445,8.046131151937777e-05,0.0,inf,inf
MEST,485,574,367,392,468,529.5,379.5,468.0,0.015019572247120893,0.010178355907201288,0.026404874746106973,-14.927377183439699,-15.48871636524154
MET,1825,3206,1338,1823,2717,2515.5,1580.5,2717.0,0.07135360526465082,0.04238970095212552,0.15329496727600994,-15.216668713785104,-15.967941251391078
METAP1,2882,4131,2008,2218,3040,3506.5,2113.0,3040.0,0.09946389062234073,0.05667158374681507,0.17151884450462648,-14.899538933506554,-15.71108627746961
METAP1D,219,194,167,131,228,206.5,149.0,228.0,0.005857491348499461,0.003996245138795762,0.012863913337846988,-15.248391380593926,-15.800029214776181
METAP2,2738,3649,2327,2228,5180,3193.5,2277.5,5180.0,0.09058546547909457,0.06108354566179429,0.292259083728278,-15.803312985249097,-16.371808764958104
METRN,1127,404,730,540,132,765.5,635.0,132.0,0.021713848073977422,0.01703097760493496,0.007447528774542992,-12.569634889707295,-12.920089058772527
METRNL,614,317,697,644,295,465.5,670.5,295.0,0.013204175412719125,0.01798310312458093,0.0166440983976529,-14.44743312453904,-14.001785343418332
METTL1,179,143,182,141,199,161.0,161.5,199.0,0.004566857661541953,0.004331500603459836,0.011227713834348906,-15.411207080277663,-15.487541986923327
METTL11B,0,0,0,1,0,0.0,0.5,0.0,0.0,1.341021858656296e-05,0.0,0,inf
METTL13,1388,1237,1097,982,1110,1312.5,1039.5,1110.0,0.03722981789300505,0.027879844441464397,0.06262694651320244,-14.863741591645251,-15.280977639452699
METTL14,900,1025,606,650,1105,962.5,628.0,1105.0,0.027301866454870368,0.016843234544723078,0.062344843150530356,-15.304687261657799,-16.001517626460767
METTL15,812,961,548,606,888,886.5,577.0,888.0,0.02514608271401827,0.015475392248893657,0.05010155721056195,-15.107938383300048,-15.808296078778225
METTL16,1182,1515,1221,973,1418,1348.5,1097.0,1418.0,0.038250978612356046,0.029422019578919135,0.08000451365380275,-15.178001348852542,-15.556601727909927
METTL17,1796,1886,1633,1375,2670,1841.0,1504.0,2670.0,0.052221024564588416,0.04033793750838139,0.15064319566689235,-15.641849453073641,-16.01434289597088
METTL18,267,269,285,260,500,268.0,272.5,500.0,0.007601974244057412,0.0073085691296768136,0.028210336267208307,-16.005194432052946,-16.061979586071402
METTL21A,367,397,267,240,503,382.0,253.5,503.0,0.010835649855335566,0.006798980823387421,0.028379598284811555,-15.50248509961841,-16.174880373875787
METTL21C,2,10,4,5,3,6.0,4.5,3.0,0.00017019345322516594,0.00012069196727906664,0.00016926201760324982,-14.105499337848633,-14.601345220352446
METTL22,363,348,319,273,371,355.5,296.0,371.0,0.010083962103591082,0.007938849403245274,0.02093206951026856,-15.167068964850019,-15.512129732065457
METTL23,785,527,664,553,1158,656.0,608.5,1158.0,0.01860781755261814,0.016320236019847122,0.06533513879485443,-15.925366871219785,-16.11461380634911
METTL24,4,7,5,4,2,5.5,4.5,2.0,0.0001560106654564021,0.00012069196727906664,0.00011284134506883322,-13.646067719211333,-14.016382719631292
