,ID_REF,CB-C-1,CB-C-4,CB-C-5,CB-C-6,CB-C-7,CB-C-8,CB-C-9,CB-C-10,CB-SA-1,CB-SA-2,CB-SA-3,CB-SA-4,CB-SA-5,CB-SA-6,CB-SA-7,CB-SA-8,CB-SA-11
32624,ENSG00000260639,0,0,0,0,0,0,0,0,0,0,0,25,0,0,18,0,0
32625,ENSG00000260643,3,2,13,9,1,6,6,3,7,7,4,0,3,0,1,13,3
32626,ENSG00000260644,2,9,3,28,4,3,4,17,15,10,4,12,6,3,4,35,12
32627,ENSG00000260649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32628,ENSG00000260660,0,10,13,0,17,4,6,8,43,1,0,34,10,2,6,11,11
32629,ENSG00000260662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32630,ENSG00000260665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32631,ENSG00000260668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32632,ENSG00000260674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32633,ENSG00000260675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32634,ENSG00000260678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
32635,ENSG00000260680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32636,ENSG00000260682,39,28,43,24,17,25,29,31,47,34,30,73,41,27,65,101,64
32637,ENSG00000260685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
32638,ENSG00000260688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
32639,ENSG00000260689,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32640,ENSG00000260690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32641,ENSG00000260691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32642,ENSG00000260702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32643,ENSG00000260714,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0
32644,ENSG00000260722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32645,ENSG00000260724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32646,ENSG00000260726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32647,ENSG00000260727,3,32,3,10,11,3,6,0,23,0,17,0,22,0,3,11,0
32648,ENSG00000260729,2,1,2,3,2,1,3,2,2,6,2,5,5,3,8,5,3
32649,ENSG00000260731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32650,ENSG00000260734,0,0,1,1,1,0,0,0,2,0,0,0,1,0,0,0,0
32651,ENSG00000260735,32,21,42,85,17,34,45,24,48,32,85,96,45,33,51,129,55
32652,ENSG00000260746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32653,ENSG00000260747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32654,ENSG00000260762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32655,ENSG00000260764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32656,ENSG00000260765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32657,ENSG00000260776,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0
32658,ENSG00000260781,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32659,ENSG00000260782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32660,ENSG00000260784,1,0,0,8,0,6,0,0,2,2,14,12,4,3,10,34,0
32661,ENSG00000260795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32662,ENSG00000260797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
32663,ENSG00000260799,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0
32664,ENSG00000260802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32665,ENSG00000260809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32666,ENSG00000260811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32667,ENSG00000260812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32668,ENSG00000260815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32669,ENSG00000260817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32670,ENSG00000260818,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0
32671,ENSG00000260822,15,16,20,15,11,11,24,13,29,18,15,48,30,13,34,38,31
32672,ENSG00000260824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32673,ENSG00000260828,8,9,7,22,11,22,9,0,8,20,13,27,15,6,30,31,7
32674,ENSG00000260836,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32675,ENSG00000260837,8,5,6,9,3,6,13,5,8,6,10,13,13,5,16,12,9
32676,ENSG00000260844,5,4,0,3,7,2,2,0,4,7,3,4,4,5,3,15,2
32677,ENSG00000260846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32678,ENSG00000260851,2,0,6,6,9,0,19,5,14,10,7,24,11,21,13,20,14
32679,ENSG00000260860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32680,ENSG00000260861,8,6,8,3,11,42,24,3,23,7,56,27,45,6,33,32,16
32681,ENSG00000260863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32682,ENSG00000260864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32683,ENSG00000260865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32684,ENSG00000260866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32685,ENSG00000260870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32686,ENSG00000260873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32687,ENSG00000260882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32688,ENSG00000260883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32689,ENSG00000260889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32690,ENSG00000260897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32691,ENSG00000260900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32692,ENSG00000260903,0,0,1,1,0,0,1,0,0,0,1,2,1,1,1,2,1
32693,ENSG00000260908,2,2,1,38,19,1,4,1,1,2,0,3,24,1,12,26,4
32694,ENSG00000260909,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
32695,ENSG00000260914,81,28,131,44,15,40,52,17,64,25,43,25,44,56,59,11,39
32696,ENSG00000260916,267,152,268,244,133,144,316,212,339,231,171,517,324,109,630,366,443
32697,ENSG00000260928,0,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0
32698,ENSG00000260933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32699,ENSG00000260936,1,1,2,1,0,0,1,1,0,1,1,2,0,0,2,0,0
32700,ENSG00000260939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32701,ENSG00000260940,7,9,5,4,5,7,11,2,7,5,6,10,14,4,12,20,6
32702,ENSG00000260946,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
32703,ENSG00000260965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32704,ENSG00000260967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32705,ENSG00000260977,0,1,2,1,1,1,2,1,0,0,2,4,3,3,1,6,1
32706,ENSG00000260984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32707,ENSG00000260991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32708,ENSG00000260994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32709,ENSG00000261007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32710,ENSG00000261010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32711,ENSG00000261011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
32712,ENSG00000261017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32713,ENSG00000261024,23,0,0,34,0,2,34,26,16,32,24,32,82,16,68,34,61
32714,ENSG00000261040,79,21,175,15,22,18,27,23,24,17,25,28,45,31,54,95,26
32715,ENSG00000261041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32716,ENSG00000261046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32717,ENSG00000261047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32718,ENSG00000261048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32719,ENSG00000261052,155,137,200,216,82,121,206,188,145,163,161,235,235,166,258,1100,210
32720,ENSG00000261053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32721,ENSG00000261056,7,10,5,2,6,1,3,17,6,5,5,7,2,4,4,7,1
32722,ENSG00000261072,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32723,ENSG00000261077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32724,ENSG00000261081,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32725,ENSG00000261084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32726,ENSG00000261089,0,0,6,0,1,0,0,0,0,0,0,0,1,2,0,5,1
32727,ENSG00000261102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
32728,ENSG00000261108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32729,ENSG00000261111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32730,ENSG00000261115,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32731,ENSG00000261122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32732,ENSG00000261127,0,1,1,0,0,1,0,0,0,1,0,2,1,0,1,5,0
32733,ENSG00000261130,21,3,12,67,4,16,31,49,24,60,22,217,0,14,24,114,38
32734,ENSG00000261143,0,0,32,0,0,0,0,0,21,35,0,0,0,0,0,1,0
32735,ENSG00000261144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32736,ENSG00000261145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32737,ENSG00000261147,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0
32738,ENSG00000261150,1,0,1,1,1,1,5,0,2,1,4,1,6,1,9,2,7
32739,ENSG00000261151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32740,ENSG00000261153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32741,ENSG00000261174,0,0,0,2,0,0,0,4,0,3,0,2,4,0,0,17,0
32742,ENSG00000261178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32743,ENSG00000261181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32744,ENSG00000261192,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0
32745,ENSG00000261196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32746,ENSG00000261197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32747,ENSG00000261199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32748,ENSG00000261203,0,16,30,0,36,0,0,0,0,24,0,0,0,0,0,0,33
32749,ENSG00000261205,0,0,3,0,0,1,0,4,0,0,0,1,0,0,0,1,1
32750,ENSG00000261208,4,3,4,2,2,6,3,5,3,6,5,10,4,5,18,18,5
32751,ENSG00000261209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32752,ENSG00000261210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
32753,ENSG00000261217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32754,ENSG00000261221,85,70,137,112,109,91,138,187,128,133,93,242,93,131,199,402,136
32755,ENSG00000261232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
32756,ENSG00000261233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32757,ENSG00000261234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32758,ENSG00000261236,178,87,287,76,83,120,146,83,95,122,144,145,146,169,152,470,117
32759,ENSG00000261239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32760,ENSG00000261245,28,0,18,19,0,56,65,73,23,52,31,175,33,22,57,70,69
32761,ENSG00000261247,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32762,ENSG00000261259,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0
32763,ENSG00000261263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32764,ENSG00000261272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32765,ENSG00000261274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32766,ENSG00000261277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32767,ENSG00000261278,0,0,0,0,2,0,0,0,0,0,0,22,0,0,0,0,0
32768,ENSG00000261279,9,4,9,6,2,2,6,4,6,4,9,9,19,3,12,6,26
32769,ENSG00000261281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32770,ENSG00000261282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32771,ENSG00000261284,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32772,ENSG00000261289,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0
32773,ENSG00000261290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32774,ENSG00000261299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32775,ENSG00000261303,0,0,0,1,0,0,3,0,0,0,0,11,0,10,3,3,0
32776,ENSG00000261308,2,0,1,1,1,3,3,1,1,1,3,2,2,1,4,4,0
32777,ENSG00000261315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32778,ENSG00000261317,2,4,1,4,4,2,8,4,6,4,5,18,6,3,3,24,6
32779,ENSG00000261330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32780,ENSG00000261333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32781,ENSG00000261336,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
32782,ENSG00000261341,0,7,4,23,3,16,33,27,4,16,13,11,13,17,17,20,20
32783,ENSG00000261349,23,15,72,74,18,43,69,0,99,42,135,105,35,0,127,31,75
32784,ENSG00000261356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32785,ENSG00000261362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32786,ENSG00000261365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32787,ENSG00000261371,282,357,386,459,298,429,643,286,604,606,543,1287,936,440,773,1182,653
32788,ENSG00000261372,6,2,2,18,7,9,13,10,5,9,0,40,10,12,13,86,2
32789,ENSG00000261375,1,5,3,3,8,0,3,0,0,1,6,1,1,7,0,11,3
32790,ENSG00000261377,3,0,17,17,1,3,7,2,1,10,2,11,1,14,4,18,2
32791,ENSG00000261391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32792,ENSG00000261395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32793,ENSG00000261401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32794,ENSG00000261405,3,0,0,3,0,0,5,6,0,0,0,5,5,0,3,0,0
32795,ENSG00000261408,10,16,12,14,16,11,18,26,13,12,12,25,16,19,27,52,15
32796,ENSG00000261418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32797,ENSG00000261419,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0
32798,ENSG00000261424,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,2
32799,ENSG00000261428,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
32800,ENSG00000261429,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32801,ENSG00000261440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32802,ENSG00000261444,0,0,31,0,0,0,0,0,0,0,0,0,0,0,29,0,0
32803,ENSG00000261456,0,2,0,0,0,0,1,3,1,0,0,1,0,14,0,0,0
32804,ENSG00000261457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32805,ENSG00000261458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32806,ENSG00000261459,6,4,4,2,0,3,5,0,4,2,6,5,4,1,3,1,0
32807,ENSG00000261461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32808,ENSG00000261486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32809,ENSG00000261491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32810,ENSG00000261496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32811,ENSG00000261497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32812,ENSG00000261499,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,2,0
32813,ENSG00000261509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32814,ENSG00000261511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32815,ENSG00000261515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32816,ENSG00000261522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32817,ENSG00000261524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32818,ENSG00000261527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32819,ENSG00000261528,0,0,0,2,0,0,0,0,0,0,6,0,2,0,0,6,0
32820,ENSG00000261536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32821,ENSG00000261548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32822,ENSG00000261549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32823,ENSG00000261550,0,0,4,11,17,5,17,11,14,26,3,26,17,7,0,7,0
32824,ENSG00000261554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32825,ENSG00000261556,17,15,16,36,15,15,26,17,23,13,25,42,31,8,27,90,11
32826,ENSG00000261557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32827,ENSG00000261559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32828,ENSG00000261564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32829,ENSG00000261567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32830,ENSG00000261574,11,9,5,4,2,0,2,10,8,6,0,36,0,2,0,49,4
32831,ENSG00000261575,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4
32832,ENSG00000261580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32833,ENSG00000261581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32834,ENSG00000261582,7,0,31,22,10,31,98,14,17,19,62,101,77,44,53,73,47
32835,ENSG00000261587,1,1,1,5,2,1,1,4,1,1,2,6,2,1,7,20,0
32836,ENSG00000261588,0,0,0,16,0,0,0,0,0,0,57,33,0,0,17,0,0
32837,ENSG00000261590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32838,ENSG00000261593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32839,ENSG00000261594,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32840,ENSG00000261599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32841,ENSG00000261603,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0
32842,ENSG00000261607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32843,ENSG00000261608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32844,ENSG00000261609,0,0,0,0,0,0,0,0,0,34,0,50,0,0,0,0,0
32845,ENSG00000261611,6,2,4,9,3,4,5,3,8,4,4,2,3,4,2,2,7
32846,ENSG00000261612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32847,ENSG00000261614,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
32848,ENSG00000261620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32849,ENSG00000261624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32850,ENSG00000261628,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0
32851,ENSG00000261635,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32852,ENSG00000261647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32853,ENSG00000261649,0,1,1,5,1,0,3,0,2,0,3,12,6,0,8,3,0
32854,ENSG00000261652,11,1,17,54,7,9,5,17,15,7,10,5,5,3,13,5,11
32855,ENSG00000261665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32856,ENSG00000261667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32857,ENSG00000261678,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
32858,ENSG00000261679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
32859,ENSG00000261680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32860,ENSG00000261689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32861,ENSG00000261701,0,1,4,1,1,1,0,2,2,1,1,1,3,1,1,1,0
32862,ENSG00000261702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32863,ENSG00000261704,0,0,38,0,0,0,0,0,0,0,21,6,0,0,6,0,0
32864,ENSG00000261705,12,2,2,1,0,2,2,2,4,4,2,15,1,1,3,1,2
32865,ENSG00000261708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32866,ENSG00000261711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32867,ENSG00000261714,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0
32868,ENSG00000261716,9,6,11,20,5,8,20,8,20,7,15,32,32,9,22,32,28
32869,ENSG00000261717,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0
32870,ENSG00000261719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32871,ENSG00000261725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32872,ENSG00000261727,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0
32873,ENSG00000261732,2,2,4,9,2,3,6,4,4,5,6,12,4,4,7,12,3
32874,ENSG00000261733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32875,ENSG00000261739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
32876,ENSG00000261740,44,43,57,43,14,25,36,16,53,18,64,63,44,62,83,128,24
32877,ENSG00000261741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32878,ENSG00000261747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32879,ENSG00000261748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32880,ENSG00000261752,0,2,2,4,2,1,2,9,0,1,0,12,2,3,1,2,3
32881,ENSG00000261760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
32882,ENSG00000261764,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
32883,ENSG00000261774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32884,ENSG00000261776,7,10,13,10,21,10,14,46,16,16,23,30,31,25,38,27,25
32885,ENSG00000261778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32886,ENSG00000261782,0,3,0,0,3,0,0,22,0,4,0,3,0,3,3,9,0
32887,ENSG00000261787,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,2,0
32888,ENSG00000261792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32889,ENSG00000261793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
32890,ENSG00000261794,1,1,1,1,1,2,2,0,2,2,1,1,1,1,5,0,4
32891,ENSG00000261796,57,22,93,56,30,25,50,39,66,47,64,59,62,56,96,189,50
32892,ENSG00000261809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32893,ENSG00000261812,0,5,0,0,0,0,0,0,2,0,0,5,0,1,0,0,0
32894,ENSG00000261813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32895,ENSG00000261814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32896,ENSG00000261819,2,1,0,1,1,1,4,1,1,1,1,1,0,0,0,1,1
32897,ENSG00000261820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32898,ENSG00000261832,1,2,1,0,0,2,0,0,1,0,0,2,0,2,1,0,2
32899,ENSG00000261833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32900,ENSG00000261834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32901,ENSG00000261835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32902,ENSG00000261846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32903,ENSG00000261853,1,0,1,1,0,0,1,0,0,0,2,0,0,1,0,1,0
32904,ENSG00000261857,0,7,4,4,13,10,26,19,0,11,5,13,14,29,12,57,30
32905,ENSG00000261862,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32906,ENSG00000261866,0,0,0,2,0,2,0,0,1,0,0,1,2,0,1,1,0
32907,ENSG00000261868,0,0,1,1,0,1,1,1,2,0,1,2,1,0,1,5,1
32908,ENSG00000261873,70,25,112,356,91,20,112,367,329,72,69,55,44,18,43,139,35
32909,ENSG00000261882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32910,ENSG00000261884,12,12,18,14,16,12,25,10,15,6,15,62,19,21,40,46,14
32911,ENSG00000261893,42,17,66,51,20,20,31,21,46,41,24,59,48,28,39,61,24
32912,ENSG00000261904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32913,ENSG00000261905,3,0,3,0,0,0,2,0,1,3,0,0,0,0,3,2,7
32914,ENSG00000261914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
32915,ENSG00000261915,4,4,7,4,4,4,4,7,5,5,3,5,3,7,4,7,4
32916,ENSG00000261934,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
32917,ENSG00000261939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32918,ENSG00000261949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32919,ENSG00000261958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32920,ENSG00000261963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
32921,ENSG00000261965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32922,ENSG00000261968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32923,ENSG00000261970,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
32924,ENSG00000261972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
