,ID_REF,CB-C-1,CB-C-4,CB-C-5,CB-C-6,CB-C-7,CB-C-8,CB-C-9,CB-C-10,CB-SA-1,CB-SA-2,CB-SA-3,CB-SA-4,CB-SA-5,CB-SA-6,CB-SA-7,CB-SA-8,CB-SA-11
13169,ENSG00000172059,62,24,80,26,11,22,30,7,22,27,27,45,36,30,33,60,18
13170,ENSG00000172061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13171,ENSG00000172062,14,8,8,12,5,12,75,7,34,5,8,24,18,9,6,22,10
13172,ENSG00000172071,14,13,13,9,10,7,19,3,11,15,23,27,20,10,18,49,13
13173,ENSG00000172073,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
13174,ENSG00000172081,292,396,337,459,661,527,778,1368,709,641,454,1907,633,713,886,1676,742
13175,ENSG00000172086,100,60,107,89,25,64,86,46,94,90,84,87,129,47,209,154,156
13176,ENSG00000172113,88,36,113,35,40,43,98,47,83,51,63,127,111,26,147,173,63
13177,ENSG00000172115,200,88,274,213,48,96,143,59,210,131,110,208,118,85,176,271,146
13178,ENSG00000172116,187,214,55,239,146,273,531,148,272,227,497,651,1079,173,350,874,83
13179,ENSG00000172123,22,23,33,9,8,22,34,6,27,19,25,57,40,21,71,55,30
13180,ENSG00000172137,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,7
13181,ENSG00000172139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13182,ENSG00000172146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13183,ENSG00000172148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13184,ENSG00000172150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13185,ENSG00000172154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13186,ENSG00000172155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13187,ENSG00000172156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
13188,ENSG00000172159,36,22,8,17,18,18,17,18,31,17,14,52,45,13,16,232,19
13189,ENSG00000172164,38,26,54,39,17,37,91,37,57,68,90,107,72,46,161,124,56
13190,ENSG00000172167,13,4,13,11,3,6,9,12,8,7,6,15,8,6,9,17,34
13191,ENSG00000172171,50,24,112,20,18,57,115,14,55,15,95,53,87,20,72,157,52
13192,ENSG00000172172,148,56,242,114,29,46,76,64,147,98,79,58,59,65,118,156,79
13193,ENSG00000172175,21,11,28,12,4,31,42,9,19,16,37,69,56,9,49,59,10
13194,ENSG00000172179,0,0,0,1,4,6,3,5,5,0,0,1,9,0,0,10,0
13195,ENSG00000172183,1201,1920,1374,1915,1511,1497,1887,2149,2341,1734,1886,2811,1869,1428,2374,8476,1390
13196,ENSG00000172186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13197,ENSG00000172188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13198,ENSG00000172197,32,28,48,15,16,24,44,16,31,23,32,67,50,18,64,44,38
13199,ENSG00000172199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13200,ENSG00000172201,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,0
13201,ENSG00000172209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13202,ENSG00000172215,3,4,3,7,4,7,2,1,1,5,16,85,10,18,17,27,2
13203,ENSG00000172216,1041,719,1391,529,691,1148,1272,659,1464,2333,644,2233,1340,1406,2195,3493,1826
13204,ENSG00000172232,156,7,288,38,62,17,259,723,82,47,10,71,27,293,169,1235,304
13205,ENSG00000172236,6,7,14,14,15,13,9,111,2,72,13,21,46,26,9,72,18
13206,ENSG00000172238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13207,ENSG00000172239,230,52,290,199,36,61,158,45,153,93,97,85,140,81,177,233,99
13208,ENSG00000172243,290,174,257,188,91,244,391,77,307,163,238,732,343,149,733,403,267
13209,ENSG00000172244,8,4,8,9,4,3,10,2,7,3,16,6,9,4,11,9,9
13210,ENSG00000172247,38,21,38,6,23,11,11,93,13,22,9,11,9,16,32,84,29
13211,ENSG00000172250,1,1,3,0,1,3,3,1,1,2,3,4,3,0,1,13,0
13212,ENSG00000172260,1,1,2,3,1,1,1,1,1,0,1,4,1,0,2,3,1
13213,ENSG00000172262,176,131,208,265,67,114,236,113,191,115,213,345,198,113,262,458,181
13214,ENSG00000172264,5,17,15,5,4,6,7,3,24,2,21,14,19,11,10,15,14
13215,ENSG00000172269,100,45,149,86,43,94,118,48,66,65,57,114,84,34,72,268,60
13216,ENSG00000172270,22798,18696,33848,21962,22374,23483,22727,13064,33841,12753,19907,11481,13787,20989,13198,8122,16717
13217,ENSG00000172273,78,65,165,168,105,99,133,110,154,104,122,252,128,100,172,351,87
13218,ENSG00000172283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13219,ENSG00000172288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13220,ENSG00000172289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13221,ENSG00000172292,31,22,41,22,9,25,42,13,25,22,32,40,46,21,51,75,30
13222,ENSG00000172294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13223,ENSG00000172296,12,11,15,19,6,15,16,10,10,14,16,29,18,6,28,393,10
13224,ENSG00000172297,0,0,0,1,0,0,0,0,4,0,0,0,2,0,0,1,0
13225,ENSG00000172301,185,43,389,22,16,62,48,23,50,35,83,76,36,56,101,179,47
13226,ENSG00000172315,47,44,80,43,19,40,72,28,55,33,54,65,64,42,82,149,55
13227,ENSG00000172318,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
13228,ENSG00000172320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13229,ENSG00000172322,859,570,597,651,126,606,844,585,986,311,408,1231,484,342,1132,657,862
13230,ENSG00000172324,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0
13231,ENSG00000172331,24959,6585,21714,34771,7723,9511,14142,14596,22647,10829,11886,3719,10120,6605,8896,6305,10377
13232,ENSG00000172332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13233,ENSG00000172336,494,316,939,928,360,230,276,511,670,364,347,503,382,334,360,560,380
13234,ENSG00000172339,15,7,17,30,11,1,80,13,4,1,13,8,2,13,4,10,6
13235,ENSG00000172340,110,83,159,50,33,76,116,32,92,76,92,102,98,52,119,201,65
13236,ENSG00000172342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13237,ENSG00000172345,34,29,48,33,21,40,97,33,42,49,41,38,135,28,137,116,79
13238,ENSG00000172346,0,0,4,0,0,0,1,0,1,0,0,1,0,0,0,3,0
13239,ENSG00000172348,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13240,ENSG00000172349,487,461,530,494,416,644,1227,425,807,606,812,1371,1124,769,1190,1442,679
13241,ENSG00000172350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13242,ENSG00000172352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13243,ENSG00000172354,2586,1640,3631,2351,2045,2321,2873,2793,3305,3550,2179,3484,2397,2336,3084,4017,2564
13244,ENSG00000172361,1,0,4,8,2,1,1,4,2,4,2,2,3,0,1,5,3
13245,ENSG00000172362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13246,ENSG00000172365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13247,ENSG00000172366,167,123,258,28,64,72,111,58,112,83,116,135,76,86,122,419,94
13248,ENSG00000172367,2,1,0,0,4,5,0,3,3,9,13,8,3,4,5,4,4
13249,ENSG00000172375,47,15,33,41,20,33,53,18,36,24,36,59,38,31,58,91,74
13250,ENSG00000172377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13251,ENSG00000172379,23,0,35,0,0,1,3,0,0,0,2,3,0,4,3,5,3
13252,ENSG00000172380,42,0,73,3,0,3,0,0,0,0,0,0,0,0,0,78,2
13253,ENSG00000172381,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
13254,ENSG00000172382,9,12,8,14,7,6,11,14,12,8,9,15,9,23,13,39,17
13255,ENSG00000172399,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13256,ENSG00000172403,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,4,0
13257,ENSG00000172404,0,1,0,1,0,1,1,1,2,0,1,3,2,1,1,4,1
13258,ENSG00000172409,55,34,64,50,31,26,71,23,73,34,36,88,44,36,49,87,39
13259,ENSG00000172410,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
13260,ENSG00000172421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13261,ENSG00000172425,2,0,0,0,2,6,5,2,5,15,8,0,2,4,6,1,3
13262,ENSG00000172426,14,8,20,30,23,12,14,19,43,7,12,10,14,11,18,25,7
13263,ENSG00000172428,573,340,962,381,270,300,683,324,481,480,414,359,622,494,779,938,322
13264,ENSG00000172432,506,195,1164,3617,289,288,461,820,1337,446,362,534,378,334,497,997,390
13265,ENSG00000172456,24,24,33,31,13,18,44,20,16,41,24,45,20,10,21,59,16
13266,ENSG00000172457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13267,ENSG00000172458,6,3,16,4,3,0,3,1,1,2,3,1,2,6,3,6,3
13268,ENSG00000172461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13269,ENSG00000172464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13270,ENSG00000172465,80,31,120,32,12,33,39,16,28,28,46,42,47,31,70,96,28
13271,ENSG00000172466,68,47,99,125,28,65,109,32,136,55,74,132,122,44,144,145,109
13272,ENSG00000172468,0,0,0,1,0,0,1,0,0,1,0,3,1,0,1,2,0
13273,ENSG00000172469,17,13,20,15,3,12,36,3,13,16,15,21,18,10,33,27,14
13274,ENSG00000172476,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,2,0
13275,ENSG00000172478,1,1,4,3,1,1,3,5,5,0,1,3,1,0,1,2,0
13276,ENSG00000172482,0,0,1,0,0,0,0,2,0,1,0,2,0,0,0,2,0
13277,ENSG00000172487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13278,ENSG00000172489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13279,ENSG00000172493,62,37,146,324,57,43,84,65,306,75,64,88,105,48,79,224,113
13280,ENSG00000172497,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
13281,ENSG00000172500,416,314,1123,208,333,483,494,541,390,379,358,728,340,586,570,1439,451
13282,ENSG00000172508,18,19,16,27,23,29,40,39,20,27,44,50,23,33,40,153,26
13283,ENSG00000172519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13284,ENSG00000172530,150,124,183,151,70,120,168,79,203,124,161,349,165,157,222,329,155
13285,ENSG00000172531,1247,843,2085,1305,937,1075,1547,1694,1713,1207,1093,2006,1133,1246,1746,3469,1050
13286,ENSG00000172534,112,36,195,168,78,64,79,143,115,161,71,111,101,77,104,400,118
13287,ENSG00000172538,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13288,ENSG00000172543,501,492,492,553,495,545,745,1342,351,1411,504,1429,208,1635,1931,4257,691
13289,ENSG00000172548,3,1,9,1,2,2,0,1,1,0,2,5,1,1,1,11,0
13290,ENSG00000172551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
13291,ENSG00000172554,6,1,0,5,4,5,0,2,0,2,0,4,2,6,6,4,2
13292,ENSG00000172568,0,0,0,0,0,0,4,0,3,1,1,12,3,0,5,4,1
13293,ENSG00000172572,1,0,1,1,1,0,1,1,3,1,0,1,2,1,0,12,2
13294,ENSG00000172575,66,54,54,67,25,93,158,20,71,64,110,145,175,58,156,153,83
13295,ENSG00000172578,57,40,59,42,32,53,87,27,70,40,66,99,107,39,96,145,71
13296,ENSG00000172586,257,135,404,128,67,58,115,99,149,55,67,97,99,77,126,280,85
13297,ENSG00000172590,217,187,324,259,201,190,438,168,199,204,204,276,270,280,272,730,156
13298,ENSG00000172594,32,12,31,10,14,23,43,16,25,18,29,71,55,20,52,73,48
13299,ENSG00000172602,11,6,14,1,2,2,5,9,14,2,5,6,5,5,5,17,3
13300,ENSG00000172613,81,63,137,77,52,54,88,62,56,48,89,231,48,78,130,337,66
13301,ENSG00000172638,510,27,987,21,30,26,82,38,77,70,18,51,63,58,77,198,95
13302,ENSG00000172640,3,0,0,0,0,3,1,6,1,1,3,3,3,0,1,3,3
13303,ENSG00000172650,24,7,34,102,14,28,78,12,34,45,54,134,44,26,63,68,46
13304,ENSG00000172661,186,81,192,392,98,145,197,69,208,185,177,203,210,123,259,256,143
13305,ENSG00000172663,311,281,600,216,165,297,513,240,237,333,572,376,390,420,541,1052,312
13306,ENSG00000172667,17,16,21,12,9,23,31,22,15,17,23,28,24,15,34,70,20
13307,ENSG00000172671,258,109,352,265,128,100,281,81,604,151,126,79,178,203,135,138,165
13308,ENSG00000172673,27,15,17,26,7,30,62,4,19,11,33,42,55,19,43,66,22
13309,ENSG00000172680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13310,ENSG00000172687,33,14,21,20,9,27,32,14,15,28,37,33,25,27,44,47,20
13311,ENSG00000172689,1,0,0,1,0,1,1,1,0,0,0,2,1,0,0,1,0
13312,ENSG00000172716,84,18,140,26,12,27,54,12,43,46,49,64,106,18,70,93,41
13313,ENSG00000172717,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,3
13314,ENSG00000172724,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,2,0
13315,ENSG00000172725,821,1129,1016,845,482,1065,2511,724,760,786,2154,2271,1225,1484,2173,3549,1130
13316,ENSG00000172728,7,6,22,10,6,5,16,10,15,19,15,32,19,9,26,58,8
13317,ENSG00000172731,63,7,111,11,5,7,11,4,4,5,5,10,11,6,10,23,2
13318,ENSG00000172732,176,94,277,134,107,147,199,142,211,155,206,269,193,158,436,659,192
13319,ENSG00000172733,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0
13320,ENSG00000172738,4,7,3,16,1,2,1,5,9,2,3,1,7,1,2,3,3
13321,ENSG00000172742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13322,ENSG00000172746,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
13323,ENSG00000172748,31,20,46,75,33,51,66,23,64,22,57,57,58,23,81,80,47
13324,ENSG00000172752,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
13325,ENSG00000172757,4647,3705,7573,4451,4099,4423,6796,8230,6544,6789,4888,10848,4770,6375,9209,19266,5575
13326,ENSG00000172765,96,71,110,153,53,100,164,82,193,46,110,377,149,56,268,302,90
13327,ENSG00000172766,38,17,32,57,27,32,87,13,38,48,96,94,120,14,85,82,65
13328,ENSG00000172769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13329,ENSG00000172771,10,5,9,9,8,5,11,16,7,9,9,29,17,4,13,29,6
13330,ENSG00000172772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13331,ENSG00000172775,584,301,810,692,431,439,837,599,891,565,584,1398,873,508,854,1602,523
13332,ENSG00000172780,169,156,161,118,130,228,488,145,244,172,245,360,348,234,418,518,293
13333,ENSG00000172782,1,1,3,5,18,3,4,14,6,9,2,6,4,3,0,8,2
13334,ENSG00000172785,26,47,52,41,15,36,58,27,75,24,50,127,42,11,64,102,51
13335,ENSG00000172789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
13336,ENSG00000172794,242,201,247,226,193,245,351,207,432,319,380,746,497,296,575,842,357
13337,ENSG00000172795,192,194,325,393,206,122,198,179,237,226,141,189,234,116,222,212,206
13338,ENSG00000172799,7,0,0,0,0,0,0,9,0,0,0,0,0,0,11,3,0
13339,ENSG00000172803,3,8,8,4,3,8,7,7,10,7,5,10,8,5,21,26,4
13340,ENSG00000172809,10964,16999,19843,17180,9594,11233,11755,17822,14102,10582,12797,27582,18334,10180,16253,45422,8014
13341,ENSG00000172817,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
13342,ENSG00000172818,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,42,0
13343,ENSG00000172819,143,47,254,57,44,71,87,37,45,55,78,174,78,47,75,188,38
13344,ENSG00000172824,22,13,15,21,20,19,47,57,20,21,38,54,40,22,37,157,24
13345,ENSG00000172828,10,5,7,6,3,6,10,4,6,22,9,35,11,10,22,16,11
13346,ENSG00000172830,139,24,201,65,101,59,123,132,108,94,62,317,172,89,248,302,246
13347,ENSG00000172831,157,52,236,94,64,99,165,145,127,97,100,227,147,129,178,363,80
13348,ENSG00000172840,12,4,20,6,2,11,11,8,7,5,11,26,14,5,26,26,6
13349,ENSG00000172845,118,77,113,143,39,109,232,23,171,111,137,220,247,66,285,197,246
13350,ENSG00000172867,3,4,2,1,1,1,3,2,3,0,3,3,4,4,5,9,6
13351,ENSG00000172869,44,26,55,56,16,22,34,17,34,21,27,63,49,14,41,50,32
13352,ENSG00000172878,15,16,19,23,6,10,30,5,17,37,26,54,16,11,45,92,28
13353,ENSG00000172888,24,14,29,41,10,22,35,20,26,21,27,35,36,25,36,62,28
13354,ENSG00000172889,333,100,406,146,204,84,114,353,427,135,72,75,182,290,124,3033,168
13355,ENSG00000172890,395,325,511,806,374,408,610,733,594,473,570,930,572,487,1101,1387,534
13356,ENSG00000172893,189,25,402,60,20,18,41,31,56,37,17,29,22,15,55,138,31
13357,ENSG00000172900,1,1,0,1,1,0,2,3,1,0,0,2,0,1,0,1,1
13358,ENSG00000172901,0,0,1,1,0,0,1,5,2,0,0,0,1,1,14,32,2
13359,ENSG00000172912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13360,ENSG00000172915,2,0,2,1,0,1,1,0,0,1,1,2,2,1,1,1,1
13361,ENSG00000172922,636,476,763,578,312,269,496,620,615,503,572,204,412,624,760,823,323
13362,ENSG00000172927,15,5,2,5,3,13,2,0,7,15,1,14,11,11,5,29,7
13363,ENSG00000172932,438,450,583,429,500,599,837,717,600,745,611,1343,1027,731,1403,1876,994
13364,ENSG00000172935,17,0,33,0,0,0,4,0,0,0,0,0,0,0,0,13,0
13365,ENSG00000172936,93,101,118,129,96,116,190,120,295,104,228,312,242,141,160,127,121
13366,ENSG00000172938,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0
13367,ENSG00000172939,94,57,146,159,51,66,103,58,180,95,63,77,93,41,96,124,87
13368,ENSG00000172940,1,0,1,2,1,1,1,1,2,1,0,1,1,1,0,1,1
13369,ENSG00000172943,65,30,87,102,37,49,105,57,90,73,48,120,95,78,94,162,88
13370,ENSG00000172954,19,16,19,26,15,15,49,33,32,24,26,73,31,25,46,93,26
13371,ENSG00000172955,0,0,0,0,0,1,8,0,2,1,1,2,3,1,1,12,3
13372,ENSG00000172967,1,3,1,2,0,1,1,0,0,2,0,6,1,0,7,3,1
13373,ENSG00000172969,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13374,ENSG00000172971,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13375,ENSG00000172974,0,0,2,2,0,0,2,4,0,0,0,6,0,0,0,0,0
13376,ENSG00000172977,182,121,372,233,180,202,298,190,421,210,243,417,192,271,400,678,192
13377,ENSG00000172985,6,3,6,5,2,5,11,3,3,5,8,8,10,8,12,24,13
13378,ENSG00000172986,30,1,45,0,1,1,1,7,1,1,0,1,1,2,2,7,1
13379,ENSG00000172987,0,1,1,4,0,0,0,1,1,0,0,0,0,0,0,3,1
13380,ENSG00000172992,63,55,91,76,21,46,77,47,87,37,79,155,53,50,96,149,56
13381,ENSG00000172995,1,1,4,1,1,0,2,1,1,6,1,1,4,4,6,1,3
13382,ENSG00000173011,110,54,100,120,57,100,118,41,121,112,105,193,143,78,161,149,109
13383,ENSG00000173013,6,5,8,3,2,2,4,2,5,4,3,6,3,1,4,9,5
13384,ENSG00000173020,808,804,1054,720,778,1163,1524,1142,1268,1247,1161,2105,1740,1322,2484,2660,1651
13385,ENSG00000173039,672,111,1285,1284,295,488,513,589,681,706,479,1217,601,507,701,1557,606
13386,ENSG00000173040,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0
13387,ENSG00000173041,7,2,10,9,2,6,14,2,9,6,10,5,12,8,13,21,7
13388,ENSG00000173064,186,120,329,799,207,88,172,542,561,290,111,123,153,121,189,324,287
13389,ENSG00000173065,60,32,123,211,50,56,69,84,143,87,62,73,102,60,74,174,72
13390,ENSG00000173068,1,0,10,1,1,0,0,0,0,2,0,0,0,1,2,3,0
13391,ENSG00000173080,0,0,1,0,0,2,0,0,0,5,6,11,4,2,1,9,2
13392,ENSG00000173083,72,37,144,41,21,37,47,32,51,29,16,104,58,32,38,150,46
13393,ENSG00000173085,17,11,39,24,9,15,30,26,63,23,16,28,15,15,48,41,21
13394,ENSG00000173088,0,0,4,1,3,0,5,3,0,4,8,0,0,0,6,13,7
13395,ENSG00000173093,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13396,ENSG00000173110,223,265,243,210,194,284,458,551,386,298,228,751,532,379,844,412,532
13397,ENSG00000173113,1006,816,1687,937,610,737,1364,834,1184,1012,988,1096,1015,944,1619,2001,679
13398,ENSG00000173114,133,160,102,129,61,173,380,47,144,102,226,81,283,105,236,475,112
13399,ENSG00000173120,239,126,391,424,159,252,398,208,378,324,273,602,408,240,436,691,404
13400,ENSG00000173124,2,3,1,2,2,5,5,10,10,3,5,2,6,4,13,10,4
13401,ENSG00000173137,58,33,78,30,38,43,52,33,89,38,85,63,59,54,70,194,75
13402,ENSG00000173141,155,91,242,107,36,52,104,103,84,75,101,105,91,71,142,318,90
13403,ENSG00000173145,33,11,33,20,6,18,37,9,22,18,39,28,23,9,44,39,16
13404,ENSG00000173153,80,136,137,151,88,114,190,99,238,103,173,419,186,146,321,486,134
13405,ENSG00000173156,198,2,341,0,0,3,0,0,0,0,0,1,0,2,0,348,5
13406,ENSG00000173157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13407,ENSG00000173163,135,79,253,153,63,86,174,126,286,161,182,163,127,125,196,406,81
13408,ENSG00000173166,4,0,11,1,1,0,1,11,2,1,2,2,2,1,1,7,2
13409,ENSG00000173171,455,276,796,541,521,467,767,949,768,590,512,983,482,541,862,1311,481
13410,ENSG00000173175,4,0,6,2,1,13,1,0,1,1,1,28,1,2,5,13,18
13411,ENSG00000173193,55,13,82,33,13,20,35,10,43,18,34,168,42,23,65,57,43
13412,ENSG00000173198,46,35,61,42,18,39,63,18,53,34,50,81,75,28,68,79,53
13413,ENSG00000173200,65,51,107,83,34,86,137,32,81,42,161,153,92,61,146,264,112
13414,ENSG00000173207,1081,71,2223,199,60,43,100,79,163,99,78,51,90,60,132,278,92
13415,ENSG00000173208,2,1,1,2,1,2,5,0,2,1,4,14,6,1,6,7,1
13416,ENSG00000173209,77,49,92,68,51,64,103,42,61,48,89,160,102,51,129,292,182
13417,ENSG00000173210,64,14,128,9,15,23,8,9,25,12,5,29,45,28,11,208,19
13418,ENSG00000173212,0,2,1,3,0,1,0,5,1,1,1,2,4,1,2,3,4
13419,ENSG00000173213,0,3,0,2,0,0,0,8,11,0,0,12,0,10,0,0,1
13420,ENSG00000173214,2,1,1,2,1,2,3,1,2,1,2,6,2,1,1,12,3
13421,ENSG00000173218,25,8,43,15,10,14,10,3,7,18,23,6,11,5,16,22,11
13422,ENSG00000173221,687,397,686,485,199,420,622,583,1142,500,483,779,826,391,1081,1523,960
13423,ENSG00000173226,56,38,87,40,23,47,111,23,75,28,83,148,81,28,125,125,75
13424,ENSG00000173227,2,0,11,1,0,0,0,1,0,0,0,1,0,0,1,48,0
13425,ENSG00000173230,24,21,35,51,20,14,26,33,29,22,22,34,24,22,31,85,36
13426,ENSG00000173231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13427,ENSG00000173237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13428,ENSG00000173239,1,0,0,0,0,1,0,2,1,0,1,0,0,0,1,0,0
13429,ENSG00000173250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13430,ENSG00000173253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13431,ENSG00000173258,1,4,6,2,2,1,3,10,3,2,0,5,3,1,4,10,2
13432,ENSG00000173261,0,1,1,9,1,0,5,2,2,1,2,3,1,2,0,2,2
13433,ENSG00000173262,2,4,11,24,3,6,4,12,15,9,2,5,10,2,7,10,11
13434,ENSG00000173264,94,101,156,386,150,151,201,385,213,190,102,365,187,154,309,953,204
13435,ENSG00000173267,0,0,6,4,0,2,4,0,3,0,2,0,0,0,5,14,5
13436,ENSG00000173269,9,0,20,2,2,0,0,1,0,0,0,19,6,0,2,167,2
13437,ENSG00000173272,1307,1270,1891,158,679,442,1462,554,996,353,1306,524,701,338,1202,1034,328
13438,ENSG00000173273,22,12,35,62,23,22,55,35,39,19,23,76,32,21,31,54,28
13439,ENSG00000173275,7,2,8,6,2,4,9,2,7,4,8,12,5,3,11,16,9
13440,ENSG00000173276,22,3,12,5,3,6,11,1,8,8,9,14,15,4,10,21,10
13441,ENSG00000173281,55,33,58,54,24,53,82,26,123,49,37,216,115,36,123,80,135
13442,ENSG00000173285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13443,ENSG00000173295,21,16,29,17,10,20,27,15,24,21,38,45,25,21,44,59,28
13444,ENSG00000173302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13445,ENSG00000173320,0,0,3,0,0,0,1,0,4,0,0,0,3,0,22,3,5
13446,ENSG00000173327,376,340,558,466,457,485,770,1085,643,607,476,1440,550,813,997,1862,644
13447,ENSG00000173334,51,36,82,55,35,61,98,54,121,146,61,107,121,48,99,225,121
13448,ENSG00000173335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13449,ENSG00000173338,5,9,13,31,12,10,8,28,3,16,17,39,15,19,39,40,32
13450,ENSG00000173349,1,5,1,1,1,5,7,4,2,2,5,5,9,3,5,3,2
13451,ENSG00000173357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13452,ENSG00000173366,11,10,11,5,10,13,18,30,11,9,17,19,13,9,17,22,12
13453,ENSG00000173369,4,6,11,28,14,18,11,21,9,118,6,326,6,20,8,1884,6
13454,ENSG00000173372,4,6,16,20,22,19,8,2,5,89,0,390,11,39,13,1173,6
13455,ENSG00000173376,2,0,1,2,0,5,3,1,2,3,4,3,2,2,0,27,0
13456,ENSG00000173389,0,0,3,5,1,1,0,3,0,2,0,1,0,0,0,1,0
13457,ENSG00000173391,50,5,76,43,50,9,90,67,132,71,15,27,22,24,574,97,127
13458,ENSG00000173401,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
13459,ENSG00000173402,82,7,156,18,8,11,22,10,16,14,9,20,18,12,19,164,19
13460,ENSG00000173404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13461,ENSG00000173406,2,1,0,0,0,0,2,1,0,0,0,3,3,0,0,2,2
13462,ENSG00000173409,55,46,88,85,26,39,68,40,56,60,43,61,53,31,53,154,38
13463,ENSG00000173418,152,76,238,68,33,62,116,37,91,69,75,148,116,50,170,246,103
13464,ENSG00000173421,2,1,2,1,1,1,2,4,3,3,3,12,3,0,2,5,1
