"","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"2105","TFPI2",500.699447403721,-4.30822362082448,1.4723499814616,-2.92608664724383,0.00343255319458979,0.0495615786870063
"2106","TGFBR1",45.3401681713903,-3.85292351771819,1.46510829498364,-2.62978752554343,0.00854382486506009,0.0825662132923513
"2107","TGFBR2",366.364031492646,-2.88145227923745,0.978281478795379,-2.94542250026604,0.00322513932046634,0.0478387893461429
"2108","THAP2",37.6536700808528,-5.29962451444148,1.79385350941676,-2.95432402178958,0.00313354809771947,0.0475295807024142
"2109","THAP5",15.9991661094074,-4.04422200329814,1.96121497298116,-2.06210030976395,0.0391981868805831,0.185788186297146
"2110","THAP7",28.5571975471061,-4.8951924653272,1.83409741055388,-2.66899262665056,0.0076079120372519,0.0778268839486444
"2111","THBD",341.399373998355,-2.50675346277475,1.04935077439859,-2.38886130732733,0.016900681126108,0.11909136873304
"2112","THBS3",34.9701128054968,-4.10132391213639,1.67033345855577,-2.45539229974028,0.0140730915537981,0.108655833882682
"2113","THEM4",18.3603205026656,-4.24431209815106,1.94588916141984,-2.18116847675648,0.0291709574951438,0.158918714066448
"2114","THOC6",105.456381226813,-6.78947730329385,1.76001320072409,-3.8576286248879,0.00011449243167283,0.00486180819917582
"2115","THSD7B",43.0962302655117,10.9555953769792,4.64777928074958,2.35716773865654,0.0184149265981728,0.124829958035825
"2116","TIAM1",17.2038745167339,-4.14559320827821,1.98595659141776,-2.0874540894767,0.0368471069645461,0.18122476992512
"2117","TIFA",212.233993313244,1.99367383914855,0.961684433153223,2.07310607348773,0.0381624089094249,0.183755206552515
"2118","TIMM10B",51.7698935284447,-2.71902565760533,1.34450973607455,-2.02231756650854,0.0431435549977282,0.193825941443799
"2119","TIMM13",84.0844654975402,-3.75049474176845,1.34561121140275,-2.78720533092073,0.00531647807417179,0.0630356887917808
"2120","TIMM23",348.105176623791,2.82296845800864,0.885411636599529,3.1883119007227,0.00143106082771238,0.0298550839608184
"2121","TIMM44",40.2677256469107,-3.21775399962058,1.43720003202334,-2.23890476476716,0.0251621134019852,0.146771247381116
"2122","TIMP3",1675.11567333654,-2.69882348714094,1.00399495815941,-2.68808470123057,0.00718631653906013,0.0757063446132796
"2123","TINAGL1",131.271783359641,-2.78192782553021,1.25935971640712,-2.2090017564377,0.0271745187352883,0.152782784910656
"2124","TJAP1",53.6155005476034,-3.29910166892068,1.37055523723941,-2.40712784080543,0.0160785403894325,0.11647325430431
"2125","TLE4",230.414962380793,2.79937416274476,0.897905554332402,3.11767106154735,0.00182286127482735,0.0344976496261076
"2126","TLR1",48.2319963485561,3.70308849990316,1.15582001168299,3.20386259320002,0.00135597175099458,0.0289465916079348
"2127","TLR4",262.465296308455,2.38553452352504,1.03399861811239,2.30709643295264,0.0210494447729039,0.133902770530153
"2128","TLR7",15.6617885792116,4.65852333606423,1.60372540898804,2.90481357341827,0.00367471903839869,0.0515823475085421
"2129","TMBIM1",304.394069169488,-3.16415768044045,1.01620695515248,-3.11369417853046,0.00184760888488142,0.0347796784404499
"2130","TMC6",44.9929375930621,-3.68168835990286,1.64529418597826,-2.23770824165029,0.0252400874546323,0.146974970793513
"2131","TMEM100",103.098725038585,-3.82031005151352,1.52346946872906,-2.50763807869453,0.0121541084594268,0.100240654827241
"2132","TMEM109",133.471731706598,-3.77899869296755,1.27278921175022,-2.96906876494579,0.00298703743850863,0.0464173354447427
"2133","TMEM125",24.0503080274876,-4.64321733772302,1.86829798362808,-2.48526593638252,0.012945468680399,0.103154945169074
"2134","TMEM136",15.6914033699438,-4.01413870581452,1.98527598435799,-2.02195500144159,0.0431810008159966,0.193884819879229
"2135","TMEM141",29.0045884116651,-4.91695177672815,1.83904796278049,-2.67363977244732,0.00750330011206679,0.0777321354718317
"2136","TMEM154",68.4716156748225,4.18317597382587,1.14283180973145,3.66036011441514,0.000251861025237932,0.00883718336754274
"2137","TMEM160",27.8231427410054,-4.84983471289427,1.89624335001704,-2.55760143488477,0.0105396814505613,0.0919844838404138
